date,trade_count,total_trade_value,total_quantity
2024-05-07,46,822212.03,4110
2024-05-08,47,832864.87,4090
2024-05-09,36,1047967.47,4378
2024-05-10,42,1081875.32,4405
2024-05-11,46,912286.56,4394
2024-05-12,38,740701.38,3425
2024-05-13,46,904197.51,4472
2024-05-14,52,1022826.91,4442
2024-05-15,51,1036522.11,5266
2024-05-16,49,1038188.89,4982
2024-05-17,54,1116899.36,5545
2024-05-18,47,1026571.11,4983
2024-05-19,49,835091.77,4307
2024-05-20,45,932043.87,4697
2024-05-21,39,871396.6799999999,4356
2024-05-22,47,1082577.45,5131
2024-05-23,63,1459500.07,6712
2024-05-24,55,1141435.55,5572
2024-05-25,51,1381414.23,5513
2024-05-26,44,979846.17,4249
2024-05-27,50,904597.64,4417
2024-05-28,43,809624.75,3963
2024-05-29,54,962187.75,5115
2024-05-30,38,916493.4,3806
2024-05-31,42,945082.18,4140
2024-06-01,44,966584.14,4607
2024-06-02,45,902894.31,4432
2024-06-03,54,968473.76,4287
2024-06-04,50,1127722.95,5139
2024-06-05,44,877793.68,4217
2024-06-06,55,1054726.11,4820
2024-06-07,47,1120560.8599999999,5302
2024-06-08,46,1029762.44,4663
2024-06-09,51,1124898.06,5395
2024-06-10,44,847038.74,3790
2024-06-11,32,755368.39,3447
2024-06-12,58,1140102.98,5683
2024-06-13,45,1143330.26,4795
2024-06-14,55,1187977.2,6226
2024-06-15,39,735382.91,3794
2024-06-16,40,871717.45,4087
2024-06-17,39,708372.21,3046
2024-06-18,62,1350396.5,6813
2024-06-19,48,1024032.5399999999,4419
2024-06-20,46,822223.5499999999,4595
2024-06-21,40,1247026.94,5155
2024-06-22,42,672851.39,3631
2024-06-23,35,666650.4299999999,3153
2024-06-24,42,726239.73,3807
2024-06-25,43,685626.22,3423
2024-06-26,41,920526.31,4204
2024-06-27,44,917188.64,4366
2024-06-28,36,772875.48,3914
2024-06-29,45,880472.91,4350
2024-06-30,45,916330.9,4551
2024-07-01,40,756047.47,3964
2024-07-02,34,742876.8200000001,3057
2024-07-03,41,902274.78,3882
2024-07-04,36,556228.29,2984
2024-07-05,50,1104416.82,4705
2024-07-06,48,1081782.46,4846
2024-07-07,46,1048539.92,4344
2024-07-08,45,1019473.38,4645
2024-07-09,48,836123.42,4029
2024-07-10,49,934155.27,4859
2024-07-11,35,697127.4,3647
2024-07-12,48,742810.35,4615
2024-07-13,53,959393.48,4480
2024-07-14,50,1111530.6199999999,5069
2024-07-15,47,900637.16,4463
2024-07-16,46,977799.41,4084
2024-07-17,43,888476.58,4508
2024-07-18,48,899262.59,4436
2024-07-19,47,1038143.58,4402
2024-07-20,44,965813.3,4217
2024-07-21,46,895904.98,4712
2024-07-22,44,838227.13,4102
2024-07-23,51,1043597.17,4905
2024-07-24,30,764642.79,3838
2024-07-25,42,708919.58,3547
2024-07-26,45,1088822.4,4860
2024-07-27,40,875593.4400000001,4394
2024-07-28,47,868791.77,4525
2024-07-29,62,1298526.44,5752
2024-07-30,46,991025.19,4894
2024-07-31,48,1061349.42,5094
2024-08-01,37,755769.83,3616
2024-08-02,57,1249267.12,5950
2024-08-03,50,1067381.28,5598
2024-08-04,44,936588.57,4395
2024-08-05,44,928976.62,4648
2024-08-06,38,803657.18,3895
2024-08-07,36,889283.13,3962
2024-08-08,50,993736.23,4752
2024-08-09,43,981751.9400000001,4383
2024-08-10,47,937348.75,4704
2024-08-11,32,593708.21,2623
2024-08-12,47,1007217.5,4918
2024-08-13,35,669812.34,3227
2024-08-14,32,669332.26,3013
2024-08-15,51,955536.05,4945
2024-08-16,30,499394.35,2548
2024-08-17,55,1150055.8900000001,5352
2024-08-18,53,1178913.0,5372
2024-08-19,47,1077618.76,4875
2024-08-20,46,899721.65,4410
2024-08-21,52,917776.47,4982
2024-08-22,47,1055373.45,4782
2024-08-23,36,689373.51,3916
2024-08-24,53,1051474.08,5268
2024-08-25,40,762621.5,3856
2024-08-26,40,756430.78,3926
2024-08-27,45,945255.07,4411
2024-08-28,36,782102.7,3785
2024-08-29,54,806742.46,4087
2024-08-30,47,896655.13,4287
2024-08-31,48,1043689.41,5043
2024-09-01,36,655518.61,3065
2024-09-02,34,772254.38,3559
2024-09-03,51,1151926.12,5123
2024-09-04,46,868693.79,4074
2024-09-05,37,869161.36,3887
2024-09-06,45,952763.29,4468
2024-09-07,47,1139015.75,4718
2024-09-08,36,657086.53,3208
2024-09-09,43,966901.73,4571
2024-09-10,43,1016347.52,5163
2024-09-11,51,777008.0599999999,4565
2024-09-12,35,659497.62,3332
2024-09-13,42,804434.04,3429
2024-09-14,43,742743.67,3661
2024-09-15,37,793055.38,3882
2024-09-16,46,902316.5599999999,3954
2024-09-17,46,1103442.17,4894
2024-09-18,28,451578.81,2093
2024-09-19,49,1005553.76,4689
2024-09-20,43,809624.12,4030
2024-09-21,39,1017444.8099999999,4489
2024-09-22,45,1104563.35,5125
2024-09-23,41,778604.95,4003
2024-09-24,57,1293040.19,5988
2024-09-25,53,1235616.84,5513
2024-09-26,49,1152802.71,5355
2024-09-27,57,1500320.96,6694
2024-09-28,59,1133936.82,5665
2024-09-29,46,1065851.81,5088
2024-09-30,46,963211.08,4560
2024-10-01,43,991394.46,4371
2024-10-02,50,914385.92,4707
2024-10-03,42,756558.63,4247
2024-10-04,44,984040.16,5167
2024-10-05,53,1132821.49,5412
2024-10-06,44,933815.82,4577
2024-10-07,50,956200.39,4677
2024-10-08,64,1647966.04,7203
2024-10-09,39,791163.51,3808
2024-10-10,47,879988.27,4512
2024-10-11,50,933065.51,4971
2024-10-12,42,854568.28,3956
2024-10-13,42,654776.05,3372
2024-10-14,52,1044942.2,5277
2024-10-15,63,1364658.37,6088
2024-10-16,40,935935.46,4014
2024-10-17,39,758411.37,3700
2024-10-18,43,1032198.03,5024
2024-10-19,49,985163.27,4835
2024-10-20,53,1219574.61,5261
2024-10-21,49,1004411.93,5064
2024-10-22,38,933211.78,4310
2024-10-23,50,957870.22,4847
2024-10-24,41,896173.47,3881
2024-10-25,35,806026.78,3486
2024-10-26,43,983924.92,4179
2024-10-27,46,1026921.77,4717
2024-10-28,55,1025856.35,5149
2024-10-29,46,974067.64,4479
2024-10-30,44,892148.28,4410
2024-10-31,40,888622.91,4008
2024-11-01,38,880332.66,4331
2024-11-02,56,1115255.43,5913
2024-11-03,46,1124284.15,4661
2024-11-04,47,853829.4400000001,4053
2024-11-05,50,1026797.16,4462
2024-11-06,47,1118385.4,4858
2024-11-07,55,1266444.54,5775
2024-11-08,42,942092.77,4282
2024-11-09,42,950865.75,4175
2024-11-10,45,1080890.1199999999,4501
2024-11-11,40,827675.17,4042
2024-11-12,69,1303891.68,6578
2024-11-13,54,1243177.31,5515
2024-11-14,38,703765.1,3161
2024-11-15,55,1364332.31,5988
2024-11-16,44,841245.9500000001,4114
2024-11-17,31,599155.3099999999,2929
2024-11-18,34,770574.39,3804
2024-11-19,45,742047.94,4107
2024-11-20,47,1097428.67,5263
2024-11-21,40,837254.85,3913
2024-11-22,43,911783.8300000001,4401
2024-11-23,41,814947.01,3967
2024-11-24,41,803654.62,3642
2024-11-25,51,825575.68,4613
2024-11-26,51,831875.62,4276
2024-11-27,38,750824.22,3965
2024-11-28,44,977113.88,4439
2024-11-29,49,1172983.6099999999,5270
2024-11-30,46,868709.62,4106
2024-12-01,51,1160587.12,5238
2024-12-02,49,1069280.8,4873
2024-12-03,41,860566.29,4087
2024-12-04,51,1012831.9299999999,4630
2024-12-05,62,1428249.6300000001,6108
2024-12-06,59,1134056.52,5262
2024-12-07,49,998517.94,4519
2024-12-08,34,812934.54,3952
2024-12-09,45,719007.97,3631
2024-12-10,35,719150.48,3082
2024-12-11,41,827440.98,3621
2024-12-12,37,684172.22,3428
2024-12-13,40,932694.0,3968
2024-12-14,44,912147.86,4405
2024-12-15,58,1300701.06,6587
2024-12-16,30,747362.75,2998
2024-12-17,43,937635.94,4459
2024-12-18,48,814310.74,4201
2024-12-19,43,956561.04,4388
2024-12-20,34,717060.17,3872
2024-12-21,53,1219264.1300000001,5620
2024-12-22,45,959407.07,4574
2024-12-23,36,829674.7,3573
2024-12-24,29,705533.33,3130
2024-12-25,44,852771.69,3655
2024-12-26,39,780702.03,3705
2024-12-27,45,1000473.74,4505
2024-12-28,53,1227079.8800000001,5212
2024-12-29,30,678750.06,3126
2024-12-30,29,637742.88,3009
2024-12-31,56,1263935.79,6122
2025-01-01,42,895881.68,3937
2025-01-02,43,939740.32,4145
2025-01-03,50,997596.8,4449
2025-01-04,45,774526.52,4114
2025-01-05,39,937805.03,4201
2025-01-06,49,1043497.66,5019
2025-01-07,52,1020722.72,4509
2025-01-08,48,1019204.06,4824
2025-01-09,35,598342.14,3130
2025-01-10,34,717179.1900000001,3620
2025-01-11,41,844811.38,4125
2025-01-12,39,987857.81,3910
2025-01-13,45,1065864.0,4648
2025-01-14,40,775079.78,3562
2025-01-15,42,826518.44,4167
2025-01-16,50,1089263.27,4839
2025-01-17,44,1089247.11,4868
2025-01-18,42,927313.64,3853
2025-01-19,40,729037.74,3586
2025-01-20,39,872722.38,3624
2025-01-21,43,888569.32,4474
2025-01-22,44,920511.6799999999,4554
2025-01-23,44,909664.17,4488
2025-01-24,34,795520.31,3818
2025-01-25,54,1249819.85,5416
2025-01-26,46,1016871.49,4810
2025-01-27,46,890207.58,4265
2025-01-28,43,1053218.27,4254
2025-01-29,40,832746.68,4066
2025-01-30,43,822737.96,4198
2025-01-31,35,722118.11,3589
2025-02-01,46,943759.5599999999,4804
2025-02-02,39,627933.46,3226
2025-02-03,45,773382.86,3833
2025-02-04,40,860781.52,4223
2025-02-05,55,1402058.22,6081
2025-02-06,44,824862.33,4305
2025-02-07,42,946604.56,4341
2025-02-08,47,1156106.57,5428
2025-02-09,38,943128.23,4087
2025-02-10,51,1089884.72,5400
2025-02-11,53,1275181.56,5678
2025-02-12,58,1443920.11,6709
2025-02-13,47,965596.19,4838
2025-02-14,53,1003731.66,4766
2025-02-15,52,1189058.43,5254
2025-02-16,50,916926.71,4417
2025-02-17,39,672628.61,3755
2025-02-18,47,902011.1,4916
2025-02-19,44,948508.82,4479
2025-02-20,56,1275001.03,6142
2025-02-21,40,935342.22,4038
2025-02-22,39,901442.46,4244
2025-02-23,42,766952.62,4083
2025-02-24,40,738325.98,3503
2025-02-25,52,934861.26,4731
2025-02-26,47,940844.71,4571
2025-02-27,42,788164.66,3684
2025-02-28,52,1092933.1300000001,5229
2025-03-01,57,1231084.72,6077
2025-03-02,43,842544.73,4063
2025-03-03,34,540688.66,2687
2025-03-04,60,1329405.18,6114
2025-03-05,36,807125.58,3662
2025-03-06,48,1094984.76,5089
2025-03-07,46,982600.52,4719
2025-03-08,47,907216.41,4495
2025-03-09,50,1290201.23,5670
2025-03-10,46,1079287.38,4289
2025-03-11,48,1026813.13,5128
2025-03-12,44,861657.24,4415
2025-03-13,40,956866.63,3923
2025-03-14,37,782311.87,3849
2025-03-15,38,742914.24,3776
2025-03-16,53,1162209.28,5290
2025-03-17,41,930663.61,4147
2025-03-18,43,800884.32,3919
2025-03-19,36,889388.93,3644
2025-03-20,53,1284346.44,5998
2025-03-21,45,870141.62,4207
2025-03-22,42,868606.13,4282
2025-03-23,42,984858.49,4213
2025-03-24,48,1104911.14,5445
2025-03-25,44,910901.45,4418
2025-03-26,36,694575.62,3872
2025-03-27,41,695839.26,3582
2025-03-28,47,1059971.3,5225
2025-03-29,43,969373.7,4318
2025-03-30,47,1168435.84,5477
2025-03-31,42,905309.26,4563
2025-04-01,44,928078.75,4607
2025-04-02,43,953436.22,4263
2025-04-03,52,1180376.16,6014
2025-04-04,43,939761.45,4926
2025-04-05,43,1034034.68,4382
2025-04-06,55,1128329.46,5712
2025-04-07,39,1014530.6900000001,4551
2025-04-08,50,969350.52,5006
2025-04-09,29,558489.39,2629
2025-04-10,43,1062068.75,4452
2025-04-11,55,962440.05,5053
2025-04-12,48,1177028.13,5584
2025-04-13,41,787598.56,3512
2025-04-14,40,884487.1799999999,4326
2025-04-15,44,976698.4299999999,4037
2025-04-16,46,843467.49,4059
2025-04-17,36,711140.56,3121
2025-04-18,37,868593.82,3809
2025-04-19,61,952069.46,5444
2025-04-20,55,1142748.76,5379
2025-04-21,50,1022509.03,4908
2025-04-22,34,675597.5499999999,3026
2025-04-23,48,1068789.27,5349
2025-04-24,51,909835.97,4507
2025-04-25,46,891712.6900000001,4886
2025-04-26,44,892473.52,4851
2025-04-27,47,962629.99,4610
2025-04-28,38,824336.84,3760
2025-04-29,51,1126894.83,5446
2025-04-30,44,910328.54,4029
2025-05-01,36,722992.98,3550
2025-05-02,46,1043122.02,4937
2025-05-03,46,1130196.33,5014
2025-05-04,41,1039365.57,4331
2025-05-05,51,1136683.36,5258
2025-05-06,41,714815.1,3758
2025-05-07,38,753581.44,3759
2025-05-08,51,1103645.61,4999
2025-05-09,51,1068269.83,5278
2025-05-10,41,912137.12,4841
2025-05-11,57,965615.22,5100
2025-05-12,35,953310.51,3927
2025-05-13,44,1003457.87,4375
2025-05-14,48,1024349.66,4568
2025-05-15,46,857396.86,4107
2025-05-16,62,1313888.69,5837
2025-05-17,43,1128962.16,5009
2025-05-18,45,936982.49,4656
2025-05-19,54,1083449.18,5344
2025-05-20,51,1036428.33,5665
2025-05-21,52,1016890.99,4815
2025-05-22,46,946144.57,4339
2025-05-23,43,875142.95,4157
2025-05-24,49,1113993.3,5332
2025-05-25,49,1042710.4400000001,4706
2025-05-26,40,917074.56,4193
2025-05-27,57,1281597.1,6284
2025-05-28,44,861008.3099999999,4524
2025-05-29,33,758068.96,3644
2025-05-30,49,984129.14,4339
2025-05-31,51,1154543.05,5474
2025-06-01,51,961992.99,5043
2025-06-02,46,1191675.1300000001,5393
2025-06-03,41,811991.84,4315
2025-06-04,61,1467137.8900000001,6608
2025-06-05,34,840590.26,4252
2025-06-06,42,895957.18,4441
2025-06-07,48,1048126.64,4874
2025-06-08,48,889640.91,3973
2025-06-09,65,1280317.12,6564
2025-06-10,42,750413.44,3623
2025-06-11,54,1237682.21,5251
2025-06-12,38,758755.49,3418
2025-06-13,39,766295.28,3654
2025-06-14,56,1170039.96,5517
2025-06-15,44,929057.49,4475
2025-06-16,59,1143459.52,5694
2025-06-17,43,955033.13,4410
2025-06-18,40,880268.24,3560
2025-06-19,48,957339.24,4393
2025-06-20,52,1024654.89,5093
2025-06-21,55,1006205.6,5102
2025-06-22,48,1150710.04,5363
2025-06-23,45,1150543.77,5432
2025-06-24,30,701920.99,3248
2025-06-25,40,664927.53,3389
2025-06-26,54,942822.96,4885
2025-06-27,46,1109993.34,5345
2025-06-28,46,961820.42,4840
2025-06-29,46,892865.74,4669
2025-06-30,47,953027.97,4737
2025-07-01,43,917880.1,4255
2025-07-02,50,982198.52,4525
2025-07-03,39,850325.16,4102
2025-07-04,47,897982.64,4442
2025-07-05,47,1163364.32,4573
2025-07-06,35,713555.82,3494
2025-07-07,39,933315.84,3957
2025-07-08,47,1267384.22,5303
2025-07-09,62,1124808.71,5738
2025-07-10,60,1269407.42,5632
2025-07-11,47,898217.71,4564
2025-07-12,54,1106117.61,5675
2025-07-13,44,914598.57,4548
2025-07-14,33,830677.82,3548
2025-07-15,43,827327.23,4210
2025-07-16,49,1234957.65,5442
2025-07-17,40,893044.45,4410
2025-07-18,31,713116.84,3665
2025-07-19,60,1493211.23,6510
2025-07-20,44,1093859.91,4845
2025-07-21,46,1054612.62,4744
2025-07-22,46,854632.07,4248
2025-07-23,31,595816.26,2975
2025-07-24,34,489424.24,2378
2025-07-25,48,1206410.2,4895
2025-07-26,44,1073132.76,5141
2025-07-27,41,917883.73,4314
2025-07-28,47,918508.51,4861
2025-07-29,47,1054475.83,4818
2025-07-30,36,764896.05,3928
2025-07-31,56,937044.73,5109
2025-08-01,42,1078537.65,4614
2025-08-02,42,739108.31,4264
2025-08-03,44,841231.5700000001,3766
2025-08-04,45,958018.43,4529
2025-08-05,47,1111693.96,5404
2025-08-06,51,1052788.67,4758
2025-08-07,47,972138.06,4550
2025-08-08,38,678088.23,3457
2025-08-09,37,696093.24,3153
2025-08-10,38,810927.38,3785
2025-08-11,60,1041105.13,5366
2025-08-12,53,1188288.03,5141
2025-08-13,47,1095787.95,5290
2025-08-14,56,1268418.68,6181
2025-08-15,54,1024577.68,5307
2025-08-16,42,836895.7,3704
2025-08-17,25,465443.73,2356
2025-08-18,46,1002684.04,4655
2025-08-19,54,1043072.04,5394
2025-08-20,41,828832.94,4193
2025-08-21,54,979058.3099999999,4647
2025-08-22,44,928787.51,4453
2025-08-23,44,967286.35,4605
2025-08-24,38,712798.02,3522
2025-08-25,41,953775.98,4280
2025-08-26,43,808567.42,3874
2025-08-27,36,745247.86,3791
2025-08-28,49,1107564.8,5235
2025-08-29,48,1039861.78,4695
2025-08-30,46,945497.67,4285
2025-08-31,54,1229112.73,5151
2025-09-01,45,1005278.55,4936
2025-09-02,47,1046278.72,4923
2025-09-03,44,898231.86,4530
2025-09-04,39,769310.86,3825
2025-09-05,31,555118.58,3005
2025-09-06,37,724434.13,3427
2025-09-07,38,725056.47,3227
2025-09-08,43,1120281.27,4396
2025-09-09,40,985598.21,4317
2025-09-10,47,913961.69,4536
2025-09-11,51,1038491.59,5531
2025-09-12,47,1122644.75,4747
2025-09-13,41,958924.62,4050
2025-09-14,52,1162814.47,5852
2025-09-15,40,898128.78,3794
2025-09-16,47,834829.19,4125
2025-09-17,54,1078010.1300000001,5462
2025-09-18,45,850077.24,4119
2025-09-19,43,837692.6,4029
2025-09-20,53,948352.6599999999,5067
2025-09-21,48,1092979.11,4985
2025-09-22,43,972790.36,4393
2025-09-23,48,912781.46,4417
2025-09-24,48,860919.3099999999,4471
2025-09-25,44,1073793.97,4972
2025-09-26,45,1028653.23,4770
2025-09-27,54,1261826.72,5560
2025-09-28,55,1202788.74,5731
2025-09-29,47,768627.78,4144
2025-09-30,43,946107.3099999999,4130
2025-10-01,46,846688.51,4505
2025-10-02,50,1096676.91,5202
2025-10-03,34,739290.19,3475
2025-10-04,42,967578.58,4956
2025-10-05,48,914504.8,4936
2025-10-06,50,998542.97,5200
2025-10-07,41,903755.17,4222
2025-10-08,44,1238910.48,4701
2025-10-09,50,1039995.2,5022
2025-10-10,34,722279.62,3419
2025-10-11,56,1081059.24,5860
2025-10-12,49,1071214.45,5244
2025-10-13,31,661103.67,3228
2025-10-14,50,1005336.35,5086
2025-10-15,51,1046153.6,4766
2025-10-16,52,958626.2,5499
2025-10-17,39,886913.61,4061
2025-10-18,53,1173196.53,5769
2025-10-19,54,1078103.85,5195
2025-10-20,57,1054715.61,5277
2025-10-21,51,965110.18,4600
2025-10-22,39,883899.68,4069
2025-10-23,40,936913.07,4375
2025-10-24,47,1070962.5,4802
2025-10-25,53,1114012.09,5661
2025-10-26,42,775642.07,3966
2025-10-27,53,949858.87,4765
2025-10-28,41,1013645.83,4719
2025-10-29,47,697496.92,4098
2025-10-30,59,1289577.94,6045
2025-10-31,46,910031.47,4330
2025-11-01,34,581159.86,3399
2025-11-02,46,1162652.28,5165
2025-11-03,43,711660.26,3751
2025-11-04,41,968964.39,4329
2025-11-05,50,1021455.0,4763
2025-11-06,38,802936.62,3751
2025-11-07,37,589838.19,3164
2025-11-08,38,654146.18,3076
2025-11-09,54,1266195.32,5440
2025-11-10,44,1027444.95,4411
2025-11-11,47,924362.66,4574
2025-11-12,43,918259.61,4368
2025-11-13,43,891768.68,4559
2025-11-14,49,1028347.07,5117
2025-11-15,62,1403228.36,6995
2025-11-16,48,1032303.63,4712
2025-11-17,43,969817.44,5277
2025-11-18,36,678360.7,3562
2025-11-19,35,728602.06,3486
2025-11-20,49,1047879.83,4887
2025-11-21,57,1015950.53,4738
2025-11-22,30,505912.27,2469
2025-11-23,29,612959.08,3180
2025-11-24,45,910315.28,4664
2025-11-25,46,1157035.69,4922
2025-11-26,53,1123375.34,5521
2025-11-27,43,746896.5,4190
2025-11-28,48,986697.14,4359
2025-11-29,35,780456.13,3937
2025-11-30,47,937425.16,4464
2025-12-01,52,979995.08,5058
2025-12-02,54,982014.61,4959
2025-12-03,43,1007561.29,4370
2025-12-04,42,868157.99,4330
2025-12-05,49,1213677.47,5212
2025-12-06,34,639576.5599999999,3092
2025-12-07,41,969348.8,4691
2025-12-08,46,968891.56,4480
2025-12-09,48,1306521.8800000001,5570
2025-12-10,41,811687.32,3798
2025-12-11,44,860604.55,4172
2025-12-12,48,865240.6799999999,4169
2025-12-13,42,1046092.66,4362
2025-12-14,44,913370.97,4390
2025-12-15,45,1097015.56,5268
2025-12-16,41,833273.8200000001,4008
2025-12-17,48,1132370.1400000001,4875
2025-12-18,34,806810.74,3819
2025-12-19,37,773458.11,3825
2025-12-20,45,968142.53,4537
2025-12-21,46,993767.24,5085
2025-12-22,42,875324.97,4199
2025-12-23,44,728689.29,3678
2025-12-24,47,898954.48,4820
2025-12-25,49,1152178.21,5327
2025-12-26,43,980960.3,4287
2025-12-27,44,1044250.97,4822
2025-12-28,33,550751.66,3103
2025-12-29,44,988960.56,4453
2025-12-30,50,988869.52,5014
