client_id,age,income_bracket,risk_tolerance,investment_experience,join_date,country,tenure_days,account_balance,last_updated,trade_count,total_trade_value,avg_trade_value,std_trade_value,total_quantity,avg_quantity,total_transaction_value,transaction_count,deposit_ratio,avg_daily_trades,value_per_trade
C10501,23,Low,Low,Advanced,2021-05-06,Japan,1595,11350,2025-09-16 18:10:22.519330,100,2251164.95,22511.65,18583.82,10428,104.28,15542.0,2,1.0,0.06269592476489028,22511.649500000003
C10502,70,High,Low,Beginner,2022-07-16,UK,1159,29891,2025-09-16 18:10:22.520328,97,1936754.99,19966.55,15513.92,9492,97.86,56416.0,6,1.0,0.08369283865401209,19966.546288659792
C10503,26,High,Medium,Beginner,2021-05-31,USA,1570,27512,2025-09-16 18:10:22.520328,107,2211858.95,20671.58,14584.85,11196,104.64,59520.0,6,0.83,0.06815286624203822,20671.57897196262
C10504,36,Low,High,Advanced,2025-11-10,Australia,-54,21108,2025-09-16 18:10:22.521325,89,1908597.96,21444.92,17456.95,8905,100.06,21108.0,1,1.0,89.0,21444.920898876404
C10505,63,Low,High,Beginner,2024-10-15,Germany,337,11340,2025-09-16 18:10:22.521325,115,2361877.47,20538.06,19247.61,10445,90.83,15850.0,4,0.5,0.34124629080118696,20538.064956521743
C10506,40,Medium,Very High,Beginner,2024-06-19,Japan,455,15357,2025-09-16 18:10:22.522323,103,2305441.99,22382.93,17716.01,10495,101.89,24560.0,3,0.67,0.22637362637362637,22382.931941747574
C10507,33,Low,Low,Intermediate,2020-01-14,Germany,2073,27872,2025-09-16 18:10:22.522323,80,1750100.12,21876.25,16823.5,8043,100.54,27872.0,1,1.0,0.03859141341051616,21876.251500000002
C10508,62,Low,Low,Beginner,2023-02-02,Australia,958,22980,2025-09-16 18:10:22.523320,91,2023239.32,22233.4,17511.13,9246,101.6,39849.0,7,0.57,0.09498956158663883,22233.399120879123
C10509,53,Medium,Low,Advanced,2022-03-15,Japan,1282,36528,2025-09-16 18:10:22.523320,100,1899356.91,18993.57,15258.72,9005,90.05,61560.0,8,0.62,0.078003120124805,18993.5691
C10510,53,Low,Low,Intermediate,2023-05-03,Canada,868,28676,2025-09-16 18:10:22.524317,88,1603193.74,18218.11,11418.43,8366,95.07,67164.0,11,0.55,0.10138248847926268,18218.110681818183
C10511,32,Low,Low,Advanced,2025-01-20,Canada,240,18109,2025-09-16 18:10:22.525315,97,1950375.17,20106.96,16889.9,8937,92.13,18109.0,1,1.0,0.4041666666666667,20106.960515463918
C10512,59,Medium,Very High,Intermediate,2021-07-02,Japan,1538,5010,2025-09-16 18:10:22.525315,109,2336018.53,21431.36,17213.1,11233,103.06,15947.4,6,0.5,0.07087126137841353,21431.362660550458
C10513,33,Medium,Very High,Intermediate,2021-03-15,Germany,1647,27730,2025-09-16 18:10:22.526313,103,2434402.98,23634.98,17490.64,11355,110.24,27730.0,1,1.0,0.06253794778384943,23634.980388349515
C10514,31,High,Low,Intermediate,2024-03-17,Japan,549,12747,2025-09-16 18:10:22.526313,106,2171775.92,20488.45,14891.34,10020,94.53,19381.0,2,1.0,0.1930783242258652,20488.452075471698
C10515,32,Low,Very High,Intermediate,2023-05-31,Canada,840,6340,2025-09-16 18:10:22.528094,98,2001270.56,20421.13,17715.07,9207,93.95,6960.0,2,0.5,0.11666666666666667,20421.128163265308
C10516,62,Medium,Low,Beginner,2020-01-20,UK,2067,47817,2025-09-16 18:10:22.528094,106,2437579.91,22996.04,17060.14,11656,109.96,96342.0,13,0.62,0.05128205128205128,22996.036886792455
C10517,30,Medium,High,Intermediate,2021-08-25,UK,1484,33018,2025-09-16 18:10:22.529164,103,2373529.21,23043.97,16973.07,10469,101.64,77453.0,16,0.5,0.06940700808625337,23043.97291262136
C10518,49,Low,Medium,Advanced,2022-12-31,Australia,991,36372,2025-09-16 18:10:22.529164,96,1734857.88,18071.44,16153.75,9038,94.15,44046.0,2,1.0,0.09687184661957618,18071.43625
C10519,42,Low,High,Beginner,2020-02-28,Japan,2028,10746,2025-09-16 18:10:22.530161,96,2082437.48,21692.06,17262.27,9970,103.85,26356.6,6,0.33,0.047337278106508875,21692.057083333333
C10520,60,Low,Medium,Advanced,2023-04-01,Germany,900,27899,2025-09-16 18:10:22.531158,103,2066612.78,20064.2,17191.57,9633,93.52,51853.0,6,0.83,0.11444444444444445,20064.201747572817
C10521,70,Medium,Low,Intermediate,2025-10-18,Japan,-31,31484,2025-09-16 18:10:22.531158,83,1647976.78,19855.14,17386.14,7431,89.53,31484.0,1,1.0,83.0,19855.141927710843
C10522,37,High,Low,Intermediate,2024-12-18,USA,273,31192,2025-09-16 18:10:22.532158,101,1976589.41,19570.19,13144.63,9548,94.53,36704.0,3,0.67,0.36996336996337,19570.19217821782
C10523,65,High,Very High,Intermediate,2021-09-03,Japan,1475,22205,2025-09-16 18:10:22.532158,94,1721341.27,18312.14,15576.59,8192,87.15,42405.0,7,0.57,0.06372881355932203,18312.141170212766
C10524,35,High,Very High,Beginner,2022-02-18,Australia,1307,29139,2025-09-16 18:10:22.533156,98,2320815.26,23681.79,15645.16,10656,108.73,68148.0,12,0.42,0.07498087222647284,23681.788367346937
C10525,40,Low,High,Intermediate,2025-10-03,USA,-16,8512,2025-09-16 18:10:22.533156,106,2334694.79,22025.42,17339.18,10664,100.6,8512.0,1,1.0,106.0,22025.422547169812
C10526,27,Medium,Low,Intermediate,2022-04-12,Germany,1254,42548,2025-09-16 18:10:22.534151,101,1928778.13,19096.81,15133.11,9483,93.89,49794.0,2,1.0,0.08054226475279107,19096.813168316832
C10527,36,Low,Medium,Advanced,2021-05-03,Australia,1598,45250,2025-09-16 18:10:22.534151,95,1961671.72,20649.18,14903.7,9701,102.12,91129.0,13,0.77,0.05944931163954944,20649.176
C10528,40,Medium,Low,Beginner,2020-07-06,UK,1899,35655,2025-09-16 18:10:22.535151,115,2525315.8,21959.27,15142.9,11927,103.71,86994.0,17,0.35,0.06055818852027383,21959.267826086954
C10529,45,Low,Very High,Advanced,2022-01-01,Canada,1355,13041,2025-09-16 18:10:22.535151,103,2369386.56,23003.75,16287.68,11199,108.73,23292.0,4,0.75,0.07601476014760147,23003.75300970874
C10530,64,Medium,Low,Intermediate,2025-09-18,Germany,-1,12488,2025-09-16 18:10:22.536146,122,2634711.36,21595.99,16606.91,12416,101.77,12488.0,1,1.0,122.0,21595.99475409836
C10531,63,Medium,High,Intermediate,2020-02-23,Australia,2033,38241,2025-09-16 18:10:22.537142,118,2572283.77,21799.02,17622.53,12152,102.98,98009.0,18,0.56,0.05804230201672405,21799.015
C10532,69,Medium,Very High,Advanced,2025-11-19,Germany,-63,44679,2025-09-16 18:10:22.537142,109,2029293.51,18617.37,11517.26,10080,92.48,44679.0,1,1.0,109.0,18617.371651376146
C10533,69,Medium,Medium,Beginner,2024-06-01,Germany,473,40172,2025-09-16 18:10:22.538139,117,2704269.24,23113.41,17683.2,12697,108.52,40172.0,1,1.0,0.24735729386892177,23113.41230769231
C10534,61,Low,Very High,Advanced,2022-04-26,Australia,1240,39785,2025-09-16 18:10:22.538139,106,2223637.66,20977.71,16363.85,10479,98.86,88125.0,13,0.46,0.08548387096774193,20977.713773584906
C10535,38,Low,Very High,Beginner,2020-02-25,Germany,2031,44853,2025-09-16 18:10:22.539141,94,2083385.26,22163.67,17376.41,9328,99.23,55220.0,5,0.8,0.046282619399310686,22163.672978723404
C10536,53,High,Very High,Beginner,2021-11-07,Germany,1410,12443,2025-09-16 18:10:22.539141,101,2253006.16,22306.99,16116.85,10448,103.45,23873.0,5,0.4,0.07163120567375887,22306.99168316832
C10537,48,Medium,Medium,Advanced,2020-07-14,USA,1891,16169,2025-09-16 18:10:22.540145,103,2293821.72,22270.11,16457.78,11167,108.42,80630.0,17,0.41,0.05446853516657853,22270.11378640777
C10538,31,Medium,High,Beginner,2024-08-23,UK,390,38232,2025-09-16 18:10:22.540145,93,1697652.44,18254.33,12923.14,8434,90.69,54932.0,4,0.5,0.23846153846153847,18254.327311827958
C10539,28,High,High,Beginner,2025-03-26,Australia,175,23510,2025-09-16 18:10:22.541137,85,1708703.36,20102.39,13093.99,8612,101.32,23510.0,1,1.0,0.4857142857142857,20102.39247058824
C10540,53,Medium,Medium,Advanced,2024-11-18,Germany,303,31144,2025-09-16 18:10:22.541137,111,2668986.87,24044.93,15564.58,11766,106.0,46209.0,5,0.8,0.36633663366336633,24044.92675675676
C10541,54,High,High,Beginner,2020-12-16,Germany,1736,36939,2025-09-16 18:10:22.542133,101,2076223.24,20556.67,16072.19,10254,101.52,71233.0,8,0.62,0.058179723502304145,20556.665742574256
C10542,21,High,Very High,Intermediate,2021-12-03,Canada,1384,30028,2025-09-16 18:10:22.543132,104,2515433.75,24186.86,17893.61,10954,105.33,54183.0,4,1.0,0.07514450867052024,24186.86298076923
C10543,30,Medium,Medium,Intermediate,2023-01-05,UK,986,41805,2025-09-16 18:10:22.543132,100,1944616.26,19446.16,15269.79,9312,93.12,68415.0,10,0.6,0.10141987829614604,19446.1626
C10544,43,High,Very High,Beginner,2022-09-16,Canada,1097,22606,2025-09-16 18:10:22.544426,88,1436981.21,16329.33,12288.7,7628,86.68,63977.0,12,0.67,0.08021877848678213,16329.331931818182
C10545,31,Medium,Low,Beginner,2023-08-09,Australia,770,25625,2025-09-16 18:10:22.544757,100,2099378.45,20993.78,14425.99,10811,108.11,44609.0,6,0.5,0.12987012987012986,20993.7845
C10546,39,High,Medium,Advanced,2021-01-11,Australia,1710,26248,2025-09-16 18:10:22.545834,118,2587998.8,21932.19,17185.27,12019,101.86,77368.0,15,0.6,0.06900584795321638,21932.19322033898
C10547,40,High,Low,Intermediate,2020-02-29,Japan,2027,9436,2025-09-16 18:10:22.545834,81,1577568.07,19476.15,16600.57,7282,89.9,82772.0,18,0.67,0.03996053280710409,19476.14901234568
C10548,18,Medium,Medium,Beginner,2020-09-27,Germany,1816,28087,2025-09-16 18:10:22.546831,108,2283065.61,21139.5,15624.62,11163,103.36,43909.0,5,0.4,0.05947136563876652,21139.49638888889
C10549,22,High,Very High,Beginner,2020-05-27,UK,1939,43629,2025-09-16 18:10:22.546831,102,2155597.41,21133.31,15726.82,10424,102.2,101141.0,12,0.67,0.05260443527591542,21133.307941176474
C10550,23,Medium,Very High,Beginner,2024-07-11,Canada,433,24641,2025-09-16 18:10:22.547828,93,1994843.44,21449.93,15148.13,9758,104.92,24641.0,1,1.0,0.21478060046189376,21449.92946236559
C10551,63,Low,Low,Intermediate,2022-08-17,Australia,1127,10287,2025-09-16 18:10:22.547828,95,1967437.15,20709.86,15860.65,9468,99.66,18814.0,2,1.0,0.08429458740017746,20709.864736842104
C10552,20,Low,High,Intermediate,2024-07-23,UK,421,19212,2025-09-16 18:10:22.548826,106,2013015.94,18990.72,15944.6,9349,88.2,29602.0,4,0.25,0.2517814726840855,18990.71641509434
C10553,40,Low,Very High,Advanced,2025-12-15,Canada,-89,24331,2025-09-16 18:10:22.548826,93,1648943.57,17730.58,12188.61,8428,90.62,24331.0,1,1.0,93.0,17730.576021505378
C10554,53,Low,High,Intermediate,2022-11-08,USA,1044,15569,2025-09-16 18:10:22.549824,100,2146762.05,21467.62,16792.77,10329,103.29,35901.0,7,0.43,0.09578544061302682,21467.620499999997
C10555,67,High,Medium,Intermediate,2025-12-16,USA,-90,45743,2025-09-16 18:10:22.549824,96,2019156.69,21032.88,16389.22,10202,106.27,45743.0,1,1.0,96.0,21032.8821875
C10556,44,High,Low,Beginner,2023-12-15,Germany,642,41335,2025-09-16 18:10:22.550821,107,2503267.29,23395.02,18778.06,10990,102.71,44637.0,2,1.0,0.16666666666666666,23395.02140186916
C10557,42,Low,High,Beginner,2023-10-12,USA,706,9150,2025-09-16 18:10:22.550821,90,1760013.03,19555.7,14252.84,8715,96.83,11941.0,3,1.0,0.1274787535410765,19555.700333333334
C10558,65,Medium,Low,Intermediate,2023-06-23,USA,817,17731,2025-09-16 18:10:22.551819,84,2002398.07,23838.07,16203.12,9377,111.63,27468.0,3,0.67,0.10281517747858017,23838.072261904763
C10559,70,Medium,Very High,Beginner,2021-01-31,Canada,1690,24765,2025-09-16 18:10:22.552815,107,2595836.94,24260.16,16874.6,11951,111.69,58568.0,8,0.75,0.06331360946745562,24260.15831775701
C10560,37,Low,Very High,Intermediate,2023-12-14,Canada,643,42768,2025-09-16 18:10:22.552815,126,2264314.79,17970.75,13720.85,11328,89.9,42768.0,1,1.0,0.19595645412130638,17970.7523015873
C10561,30,Medium,High,Advanced,2020-03-27,Germany,2000,35331,2025-09-16 18:10:22.552815,90,1905148.54,21168.32,17262.87,8558,95.09,70342.0,14,0.5,0.045,21168.31711111111
C10562,56,High,Medium,Advanced,2020-02-12,Germany,2044,43702,2025-09-16 18:10:22.553853,101,1851583.98,18332.51,14728.33,9803,97.06,101016.0,14,0.64,0.04941291585127201,18332.514653465347
C10563,23,High,Low,Intermediate,2023-06-04,Japan,836,9995,2025-09-16 18:10:22.554850,119,2261676.56,19005.69,15495.74,10278,86.37,18727.0,3,0.67,0.1423444976076555,19005.685378151262
C10564,26,Low,High,Beginner,2020-05-01,Australia,1965,26597,2025-09-16 18:10:22.554850,96,2077036.8,21635.8,14942.64,10234,106.6,85942.0,19,0.37,0.04885496183206107,21635.8
C10565,38,High,High,Advanced,2024-02-05,UK,590,48796,2025-09-16 18:10:22.555866,93,1826613.46,19641.0,13175.68,9100,97.85,56887.0,3,0.67,0.1576271186440678,19641.00494623656
C10566,18,Medium,High,Beginner,2022-10-18,Germany,1065,6591,2025-09-16 18:10:22.555866,94,1972277.73,20981.68,14144.9,9684,103.02,13148.4,5,0.2,0.08826291079812207,20981.677978723405
C10567,45,Medium,Low,Advanced,2025-02-13,Germany,216,27088,2025-09-16 18:10:22.556849,78,1744278.96,22362.55,15091.12,8257,105.86,32811.0,3,0.67,0.3611111111111111,22362.55076923077
C10568,58,Medium,High,Beginner,2021-11-11,USA,1406,17410,2025-09-16 18:10:22.556849,91,1898770.36,20865.61,15703.6,8608,94.59,26384.0,5,0.2,0.06472261735419631,20865.608351648352
C10569,31,Medium,High,Beginner,2024-04-03,Japan,532,26390,2025-09-16 18:10:22.557851,94,2090101.69,22235.12,16172.64,9932,105.66,26390.0,1,1.0,0.17669172932330826,22235.12436170213
C10570,55,Medium,Medium,Beginner,2020-09-05,Germany,1838,34888,2025-09-16 18:10:22.557851,78,1552904.48,19909.03,16338.24,7811,100.14,101837.0,19,0.47,0.042437431991294884,19909.031794871793
C10571,33,High,High,Beginner,2021-09-03,Australia,1475,47728,2025-09-16 18:10:22.558844,104,2462853.63,23681.28,17959.76,10904,104.85,47728.0,1,1.0,0.07050847457627119,23681.284903846154
C10572,49,High,Very High,Intermediate,2025-01-29,Japan,231,13576,2025-09-16 18:10:22.558844,104,2020621.34,19429.05,14132.28,10194,98.02,13576.0,1,1.0,0.45021645021645024,19429.051346153847
C10573,23,Low,Very High,Beginner,2021-08-22,USA,1487,20250,2025-09-16 18:10:22.559842,79,1733156.67,21938.69,15636.7,8110,102.66,20250.0,1,1.0,0.0531271015467384,21938.692025316454
C10574,49,High,Medium,Beginner,2021-12-13,Japan,1374,45074,2025-09-16 18:10:22.560980,79,1730513.33,21905.23,15986.47,8004,101.32,66294.0,8,0.25,0.05749636098981077,21905.232025316458
C10575,51,High,Very High,Advanced,2022-12-20,Germany,1002,15969,2025-09-16 18:10:22.561305,99,2364761.71,23886.48,16831.66,11022,111.33,30624.0,4,0.75,0.09880239520958084,23886.48191919192
C10576,35,Low,High,Intermediate,2025-05-28,Japan,112,38558,2025-09-16 18:10:22.562384,112,2294292.82,20484.76,15442.09,10953,97.79,42319.0,2,0.5,1.0,20484.75732142857
C10577,18,Medium,Very High,Advanced,2025-10-14,Australia,-27,24246,2025-09-16 18:10:22.562384,105,2004353.73,19089.08,14198.96,10419,99.23,24246.0,1,1.0,105.0,19089.083142857144
C10578,51,Low,Very High,Beginner,2024-08-08,USA,405,41801,2025-09-16 18:10:22.563378,102,2246154.62,22021.12,15088.07,11457,112.32,48048.0,2,1.0,0.2518518518518518,22021.123725490197
C10579,65,Medium,Very High,Beginner,2021-07-17,Australia,1523,40547,2025-09-16 18:10:22.563378,93,1733058.35,18635.04,14020.26,8742,94.0,59921.0,7,0.14,0.06106369008535785,18635.036021505377
C10580,20,High,High,Beginner,2023-03-08,Germany,924,9210,2025-09-16 18:10:22.564379,72,1448050.69,20111.82,13202.95,7472,103.78,9210.0,1,1.0,0.07792207792207792,20111.815138888887
C10581,51,Low,Very High,Intermediate,2023-11-14,USA,673,8610,2025-09-16 18:10:22.564379,96,2077789.93,21643.65,14930.41,10056,104.75,31877.0,6,0.5,0.1426448736998514,21643.645104166666
C10582,65,High,Medium,Advanced,2022-08-24,UK,1120,35940,2025-09-16 18:10:22.565372,101,1989338.59,19696.42,14383.89,9581,94.86,52869.0,5,0.8,0.09017857142857143,19696.42168316832
C10583,30,Low,Very High,Intermediate,2023-10-22,USA,696,10773,2025-09-16 18:10:22.565372,101,2217006.27,21950.56,17675.7,10001,99.02,43072.0,7,0.57,0.14511494252873564,21950.557128712873
C10584,46,Low,Medium,Intermediate,2024-12-24,Japan,267,20388,2025-09-16 18:10:22.566369,84,1525919.06,18165.7,14147.01,7647,91.04,37206.0,3,1.0,0.3146067415730337,18165.703095238096
C10585,57,High,Medium,Advanced,2020-03-28,USA,1999,29186,2025-09-16 18:10:22.566369,99,2162549.01,21843.93,13445.04,10974,110.85,88093.0,14,0.64,0.04952476238119059,21843.92939393939
C10586,25,High,Low,Intermediate,2022-12-22,Australia,1000,47985,2025-09-16 18:10:22.567367,92,1802001.63,19586.97,14801.9,8512,92.52,75804.0,10,0.5,0.092,19586.974239130435
C10587,63,Low,Low,Beginner,2020-10-25,USA,1788,34819,2025-09-16 18:10:22.567367,93,2054881.07,22095.5,17458.62,9373,100.78,60018.0,9,0.33,0.05201342281879195,22095.495376344086
C10588,45,High,Medium,Beginner,2025-05-15,Australia,125,26278,2025-09-16 18:10:22.568364,100,2096656.7,20966.57,14213.94,10797,107.97,28256.0,2,0.5,0.8,20966.567
C10589,26,Medium,Medium,Intermediate,2020-03-21,Canada,2006,5284,2025-09-16 18:10:22.568906,95,2308518.89,24300.2,18158.34,10107,106.39,60044.4,18,0.39,0.04735792622133599,24300.198842105263
C10590,18,Low,Low,Advanced,2022-09-27,Japan,1086,32949,2025-09-16 18:10:22.569943,109,2318534.67,21270.96,15625.89,10941,100.38,61395.0,8,0.5,0.1003683241252302,21270.960275229358
C10591,68,Medium,High,Beginner,2020-08-20,UK,1854,5573,2025-09-16 18:10:22.569943,91,1744896.52,19174.69,13761.65,8332,91.56,51794.0,12,0.67,0.04908306364617044,19174.687032967035
C10592,46,Low,Low,Beginner,2022-03-20,Australia,1277,24703,2025-09-16 18:10:22.570942,99,2142051.14,21636.88,15446.67,10056,101.58,48001.0,7,0.43,0.07752545027407988,21636.880202020202
C10593,59,High,Low,Beginner,2024-08-24,Canada,389,17778,2025-09-16 18:10:22.570942,97,2011584.1,20737.98,16198.73,9266,95.53,20331.0,2,0.5,0.2493573264781491,20737.980412371136
C10594,19,High,Low,Intermediate,2022-04-25,UK,1241,47583,2025-09-16 18:10:22.571943,110,2319440.72,21085.82,14818.74,11213,101.94,67302.0,4,1.0,0.088638195004029,21085.824727272728
C10595,31,High,High,Advanced,2020-10-20,UK,1793,5113,2025-09-16 18:10:22.571943,107,2299296.97,21488.76,18221.61,10475,97.9,6167.0,2,1.0,0.05967651979921919,21488.756728971963
C10596,25,High,High,Advanced,2021-07-07,Germany,1533,36864,2025-09-16 18:10:22.572940,89,1728792.87,19424.64,15303.64,8450,94.94,108197.0,13,0.77,0.05805609915198956,19424.638988764047
C10597,20,Low,Low,Advanced,2023-12-31,USA,626,24530,2025-09-16 18:10:22.572940,111,2515977.59,22666.46,16971.15,11426,102.94,30230.0,3,0.33,0.17731629392971246,22666.464774774773
C10598,18,High,Very High,Intermediate,2021-12-02,Japan,1385,34123,2025-09-16 18:10:22.573937,104,2244956.94,21586.12,16890.22,10441,100.39,40392.0,2,1.0,0.07509025270758123,21586.124423076923
C10599,27,High,Low,Intermediate,2023-06-19,Canada,821,9564,2025-09-16 18:10:22.573937,115,2354551.01,20474.36,14574.93,11708,101.81,20754.0,6,0.67,0.14007308160779536,20474.35660869565
C10600,32,Medium,Very High,Intermediate,2022-11-13,Japan,1039,24816,2025-09-16 18:10:22.574936,90,2181434.42,24238.16,17932.74,9723,108.03,33345.0,4,0.5,0.08662175168431184,24238.16022222222
C10601,44,Low,Very High,Intermediate,2021-05-10,Japan,1591,32886,2025-09-16 18:10:22.574936,94,1950460.59,20749.58,16207.47,8700,92.55,49275.0,8,0.62,0.0590823381521056,20749.58074468085
C10602,44,High,High,Intermediate,2020-01-01,USA,2086,22313,2025-09-16 18:10:22.575931,102,1996439.53,19572.94,16182.41,9306,91.24,95358.0,19,0.58,0.0488974113135187,19572.93656862745
C10603,55,Medium,Low,Intermediate,2025-08-24,Australia,24,42856,2025-09-16 18:10:22.576933,103,2028950.12,19698.54,15704.53,9794,95.09,42856.0,1,1.0,4.291666666666667,19698.544854368934
C10604,65,Low,Very High,Intermediate,2025-03-06,Germany,195,18667,2025-09-16 18:10:22.577891,94,2099025.1,22330.05,16150.83,10002,106.4,19081.0,2,0.5,0.48205128205128206,22330.05425531915
C10605,43,Low,Medium,Advanced,2024-09-20,Canada,362,43298,2025-09-16 18:10:22.578886,101,2112283.94,20913.7,15633.1,10207,101.06,61817.0,4,0.75,0.27900552486187846,20913.702376237623
C10606,30,Low,Medium,Intermediate,2024-02-01,UK,594,26350,2025-09-16 18:10:22.578886,103,2054157.4,19943.28,16080.91,9689,94.07,46871.0,5,0.6,0.1734006734006734,19943.27572815534
C10607,57,Medium,High,Advanced,2025-12-22,UK,-96,45927,2025-09-16 18:10:22.579883,99,2230154.78,22526.82,17110.51,9344,94.38,45927.0,1,1.0,99.0,22526.81595959596
C10608,23,Medium,Low,Advanced,2021-05-10,Germany,1591,11042,2025-09-16 18:10:22.579883,105,2262626.54,21548.82,16825.52,10654,101.47,11951.0,2,0.5,0.06599622878692646,21548.824190476193
C10609,52,High,High,Advanced,2021-05-01,Japan,1600,37647,2025-09-16 18:10:22.580880,93,2043865.43,21977.05,16075.15,9736,104.69,50782.0,7,0.57,0.058125,21977.047634408602
C10610,22,High,Very High,Intermediate,2025-06-09,Australia,100,19070,2025-09-16 18:10:22.580880,121,2262045.8,18694.59,14694.33,11562,95.55,19070.0,1,1.0,1.21,18694.593388429752
C10611,62,High,High,Beginner,2022-11-14,Canada,1038,36420,2025-09-16 18:10:22.581877,94,1660819.29,17668.29,15938.07,7777,82.73,36420.0,1,1.0,0.0905587668593449,17668.290319148935
C10612,33,Medium,High,Advanced,2024-04-24,USA,511,30250,2025-09-16 18:10:22.581877,117,2718710.37,23236.84,15789.99,12580,107.52,32550.0,2,0.5,0.22896281800391388,23236.84076923077
C10613,26,Medium,High,Intermediate,2021-10-26,Japan,1422,9429,2025-09-16 18:10:22.582874,109,2002731.27,18373.68,12027.66,10263,94.16,41389.0,13,0.62,0.07665260196905767,18373.68137614679
C10614,29,Medium,Medium,Intermediate,2022-08-26,Japan,1118,11878,2025-09-16 18:10:22.583872,102,2062992.04,20225.41,14057.78,10254,100.53,11878.0,1,1.0,0.09123434704830054,20225.412156862745
C10615,52,Medium,Medium,Beginner,2025-06-03,USA,106,40259,2025-09-16 18:10:22.583872,87,1734191.51,19933.24,16342.19,8228,94.57,45041.0,2,0.5,0.8207547169811321,19933.235747126437
C10616,27,Medium,Very High,Intermediate,2024-02-09,UK,586,47794,2025-09-16 18:10:22.584869,101,1943124.51,19238.86,13233.12,10117,100.17,60926.0,4,0.5,0.17235494880546076,19238.856534653467
C10617,20,Low,High,Beginner,2024-06-02,Japan,472,43098,2025-09-16 18:10:22.584869,94,2182669.26,23219.89,18449.6,9909,105.41,43098.0,1,1.0,0.19915254237288135,23219.885744680847
C10618,19,High,Very High,Beginner,2021-07-19,Canada,1521,30912,2025-09-16 18:10:22.585866,97,2123229.59,21888.96,17737.52,9275,95.62,73219.0,12,0.58,0.06377383300460224,21888.964845360824
C10619,57,Medium,High,Beginner,2020-12-16,USA,1736,49808,2025-09-16 18:10:22.585866,112,2571293.74,22957.98,17666.6,12028,107.39,111740.0,14,0.71,0.06451612903225806,22957.979821428573
C10620,24,Medium,Low,Intermediate,2020-09-29,Germany,1814,37469,2025-09-16 18:10:22.586864,86,1657661.98,19275.14,14918.02,8148,94.74,75528.0,13,0.38,0.047409040793825796,19275.13930232558
C10621,65,Low,Low,Intermediate,2020-03-22,Japan,2005,16722,2025-09-16 18:10:22.586864,97,2169818.78,22369.27,16727.77,10441,107.64,76610.8,20,0.35,0.04837905236907731,22369.265773195875
C10622,19,Medium,Medium,Intermediate,2021-01-07,Japan,1714,39665,2025-09-16 18:10:22.587861,104,2252143.14,21655.22,17043.32,10582,101.75,62299.0,7,0.57,0.060676779463243874,21655.2225
C10623,43,Low,Medium,Advanced,2024-02-05,UK,590,47799,2025-09-16 18:10:22.587861,97,2301428.26,23726.06,15712.44,10603,109.31,64801.0,5,0.6,0.16440677966101694,23726.06453608247
C10624,51,High,High,Advanced,2025-12-05,UK,-79,37508,2025-09-16 18:10:22.588859,93,2023220.34,21755.06,17115.91,9470,101.83,37508.0,1,1.0,93.0,21755.05741935484
C10625,69,High,Medium,Advanced,2020-01-16,USA,2071,7341,2025-09-16 18:10:22.588859,104,2361637.14,22708.05,16506.64,11220,107.88,12006.0,3,0.33,0.05021728633510381,22708.049423076925
C10626,64,Medium,Medium,Advanced,2021-02-07,UK,1683,25506,2025-09-16 18:10:22.589856,100,2126691.54,21266.92,14553.48,10541,105.41,73957.0,18,0.5,0.059417706476530004,21266.9154
C10627,37,High,High,Intermediate,2021-06-06,Germany,1564,29985,2025-09-16 18:10:22.589856,100,2201029.34,22010.29,15459.65,10482,104.82,93573.0,13,0.77,0.0639386189258312,22010.2934
C10628,47,High,Low,Intermediate,2025-08-08,Germany,40,23739,2025-09-16 18:10:22.590854,113,2118588.78,18748.57,15153.07,10468,92.64,23739.0,1,1.0,2.825,18748.573274336282
C10629,28,Medium,Medium,Advanced,2022-08-06,UK,1138,6086,2025-09-16 18:10:22.591851,102,2151403.63,21092.19,16802.12,9986,97.9,46214.0,9,0.56,0.08963093145869948,21092.19245098039
C10630,43,High,High,Intermediate,2021-02-14,Germany,1676,45015,2025-09-16 18:10:22.591851,96,2114897.21,22030.18,16508.7,9751,101.57,64580.0,3,1.0,0.057279236276849645,22030.179270833334
C10631,42,Low,High,Intermediate,2025-09-22,UK,-5,22057,2025-09-16 18:10:22.592848,110,2035246.85,18502.24,14029.08,10222,92.93,22057.0,1,1.0,110.0,18502.24409090909
C10632,58,Low,High,Beginner,2024-12-21,Japan,270,13170,2025-09-16 18:10:22.592848,107,2378393.03,22227.97,15347.02,10945,102.29,21871.0,3,0.67,0.3962962962962963,22227.97224299065
C10633,24,Medium,High,Advanced,2021-07-29,Canada,1511,38423,2025-09-16 18:10:22.593847,115,2739593.26,23822.55,17291.66,11522,100.19,95440.0,16,0.44,0.07610853739245532,23822.55008695652
C10634,61,Medium,Medium,Intermediate,2023-03-08,Japan,924,25811,2025-09-16 18:10:22.594775,90,1702660.55,18918.45,15932.16,8590,95.44,34052.0,3,0.33,0.09740259740259741,18918.450555555555
C10635,38,High,Very High,Advanced,2024-05-04,Germany,501,17731,2025-09-16 18:10:22.595846,101,2204311.01,21824.86,17031.67,10118,100.18,24430.0,2,1.0,0.20159680638722555,21824.86148514851
